Area,Item,Year, hg/ha_yield , average_rain_fall_mm_per_year , pesticides_tonnes ,avg_temp
Turkey,Potatoes,2008,"282,947",593,"37,640",12.7
Turkey,Potatoes,2008,"282,947",593,"37,640",14.91
Turkey,Potatoes,2008,"282,947",593,"37,640",18.47
Turkey,"Rice, paddy",2008,"75,716",593,"37,640",19.92
Turkey,"Rice, paddy",2008,"75,716",593,"37,640",11.33
Turkey,"Rice, paddy",2008,"75,716",593,"37,640",12.7
Turkey,"Rice, paddy",2008,"75,716",593,"37,640",14.91
Turkey,"Rice, paddy",2008,"75,716",593,"37,640",18.47
Turkey,Sorghum,2008,"30,811",593,"37,640",19.92
Turkey,Sorghum,2008,"30,811",593,"37,640",11.33
Turkey,Sorghum,2008,"30,811",593,"37,640",12.7
Turkey,Sorghum,2008,"30,811",593,"37,640",14.91
Turkey,Sorghum,2008,"30,811",593,"37,640",18.47
Turkey,Soybeans,2008,"36,490",593,"37,640",19.92
Turkey,Soybeans,2008,"36,490",593,"37,640",11.33
Turkey,Soybeans,2008,"36,490",593,"37,640",12.7
Turkey,Soybeans,2008,"36,490",593,"37,640",14.91
Turkey,Soybeans,2008,"36,490",593,"37,640",18.47
Turkey,Wheat,2008,"23,451",593,"37,640",19.92
Turkey,Wheat,2008,"23,451",593,"37,640",11.33
Turkey,Wheat,2008,"23,451",593,"37,640",12.7
Turkey,Wheat,2008,"23,451",593,"37,640",14.91
Turkey,Wheat,2008,"23,451",593,"37,640",18.47
Turkey,Maize,2009,"71,878",593,"37,651",19.94
Turkey,Maize,2009,"71,878",593,"37,651",11.63
Turkey,Maize,2009,"71,878",593,"37,651",12.75
Turkey,Maize,2009,"71,878",593,"37,651",14.95
Turkey,Maize,2009,"71,878",593,"37,651",18.41
Turkey,Potatoes,2009,"305,986",593,"37,651",19.94
Turkey,Potatoes,2009,"305,986",593,"37,651",11.63
Turkey,Potatoes,2009,"305,986",593,"37,651",12.75
Turkey,Potatoes,2009,"305,986",593,"37,651",14.95
Turkey,Potatoes,2009,"305,986",593,"37,651",18.41
Turkey,"Rice, paddy",2009,"77,765",593,"37,651",19.94
Turkey,"Rice, paddy",2009,"77,765",593,"37,651",11.63
Turkey,"Rice, paddy",2009,"77,765",593,"37,651",12.75
Turkey,"Rice, paddy",2009,"77,765",593,"37,651",14.95
Turkey,"Rice, paddy",2009,"77,765",593,"37,651",18.41
Turkey,Sorghum,2009,"51,316",593,"37,651",19.94
Turkey,Sorghum,2009,"51,316",593,"37,651",11.63
Turkey,Sorghum,2009,"51,316",593,"37,651",12.75
Turkey,Sorghum,2009,"51,316",593,"37,651",14.95
Turkey,Sorghum,2009,"51,316",593,"37,651",18.41
Turkey,Soybeans,2009,"36,570",593,"37,651",19.94
Turkey,Soybeans,2009,"36,570",593,"37,651",11.63
Turkey,Soybeans,2009,"36,570",593,"37,651",12.75
Turkey,Soybeans,2009,"36,570",593,"37,651",14.95
Turkey,Soybeans,2009,"36,570",593,"37,651",18.41
Turkey,Wheat,2009,"25,667",593,"37,651",19.94
Turkey,Wheat,2009,"25,667",593,"37,651",11.63
Turkey,Wheat,2009,"25,667",593,"37,651",12.75
Turkey,Wheat,2009,"25,667",593,"37,651",14.95
Turkey,Wheat,2009,"25,667",593,"37,651",18.41
Turkey,Maize,2010,"72,614",593,"38,555",21.02
Turkey,Maize,2010,"72,614",593,"38,555",13.27
Turkey,Maize,2010,"72,614",593,"38,555",13.8
Turkey,Maize,2010,"72,614",593,"38,555",15.6
Turkey,Maize,2010,"72,614",593,"38,555",19.27
Turkey,Potatoes,2010,"323,303",593,"38,555",21.02
Turkey,Potatoes,2010,"323,303",593,"38,555",13.27
Turkey,Potatoes,2010,"323,303",593,"38,555",13.8
Turkey,Potatoes,2010,"323,303",593,"38,555",15.6
Turkey,Potatoes,2010,"323,303",593,"38,555",19.27
Turkey,"Rice, paddy",2010,"86,899",593,"38,555",21.02
Turkey,"Rice, paddy",2010,"86,899",593,"38,555",13.27
Turkey,"Rice, paddy",2010,"86,899",593,"38,555",13.8
Turkey,"Rice, paddy",2010,"86,899",593,"38,555",15.6
Turkey,"Rice, paddy",2010,"86,899",593,"38,555",19.27
Turkey,Sorghum,2010,"70,968",593,"38,555",21.02
Turkey,Sorghum,2010,"70,968",593,"38,555",13.27
Turkey,Sorghum,2010,"70,968",593,"38,555",13.8
Turkey,Sorghum,2010,"70,968",593,"38,555",15.6
Turkey,Sorghum,2010,"70,968",593,"38,555",19.27
Turkey,Soybeans,2010,"36,869",593,"38,555",21.02
Turkey,Soybeans,2010,"36,869",593,"38,555",13.27
Turkey,Soybeans,2010,"36,869",593,"38,555",13.8
Turkey,Soybeans,2010,"36,869",593,"38,555",15.6
Turkey,Soybeans,2010,"36,869",593,"38,555",19.27
Turkey,Wheat,2010,"24,400",593,"38,555",21.02
Turkey,Wheat,2010,"24,400",593,"38,555",13.27
Turkey,Wheat,2010,"24,400",593,"38,555",13.8
Turkey,Wheat,2010,"24,400",593,"38,555",15.6
Turkey,Wheat,2010,"24,400",593,"38,555",19.27
Turkey,Maize,2011,"71,707",593,"39,534",19.36
Turkey,Maize,2011,"71,707",593,"39,534",10.39
Turkey,Maize,2011,"71,707",593,"39,534",11.6
Turkey,Maize,2011,"71,707",593,"39,534",13.65
Turkey,Maize,2011,"71,707",593,"39,534",17.6
Turkey,Potatoes,2011,"324,041",593,"39,534",19.36
Turkey,Potatoes,2011,"324,041",593,"39,534",10.39
Turkey,Potatoes,2011,"324,041",593,"39,534",11.6
Turkey,Potatoes,2011,"324,041",593,"39,534",13.65
Turkey,Potatoes,2011,"324,041",593,"39,534",17.6
Turkey,"Rice, paddy",2011,"90,559",593,"39,534",19.36
Turkey,"Rice, paddy",2011,"90,559",593,"39,534",10.39
Turkey,"Rice, paddy",2011,"90,559",593,"39,534",11.6
Turkey,"Rice, paddy",2011,"90,559",593,"39,534",13.65
Turkey,"Rice, paddy",2011,"90,559",593,"39,534",17.6
Turkey,Sorghum,2011,"69,231",593,"39,534",19.36
Turkey,Sorghum,2011,"69,231",593,"39,534",10.39
Turkey,Sorghum,2011,"69,231",593,"39,534",11.6
Turkey,Sorghum,2011,"69,231",593,"39,534",13.65
Turkey,Sorghum,2011,"69,231",593,"39,534",17.6
Turkey,Soybeans,2011,"38,704",593,"39,534",19.36
Turkey,Soybeans,2011,"38,704",593,"39,534",10.39
Turkey,Soybeans,2011,"38,704",593,"39,534",11.6
Turkey,Soybeans,2011,"38,704",593,"39,534",13.65
Turkey,Soybeans,2011,"38,704",593,"39,534",17.6
Turkey,Wheat,2011,"27,038",593,"39,534",19.36
Turkey,Wheat,2011,"27,038",593,"39,534",10.39
Turkey,Wheat,2011,"27,038",593,"39,534",11.6
Turkey,Wheat,2011,"27,038",593,"39,534",13.65
Turkey,Wheat,2011,"27,038",593,"39,534",17.6
Turkey,Maize,2012,"73,884",593,"42,611",19.92
Turkey,Maize,2012,"73,884",593,"42,611",11.45
Turkey,Maize,2012,"73,884",593,"42,611",12.71
Turkey,Maize,2012,"73,884",593,"42,611",14.97
Turkey,Maize,2012,"73,884",593,"42,611",18.54
Turkey,Potatoes,2012,"280,384",593,"42,611",19.92
Turkey,Potatoes,2012,"280,384",593,"42,611",11.45
Turkey,Potatoes,2012,"280,384",593,"42,611",12.71
Turkey,Potatoes,2012,"280,384",593,"42,611",14.97
Turkey,Potatoes,2012,"280,384",593,"42,611",18.54
Turkey,"Rice, paddy",2012,"73,539",593,"42,611",19.92
Turkey,"Rice, paddy",2012,"73,539",593,"42,611",11.45
Turkey,"Rice, paddy",2012,"73,539",593,"42,611",12.71
Turkey,"Rice, paddy",2012,"73,539",593,"42,611",14.97
Turkey,"Rice, paddy",2012,"73,539",593,"42,611",18.54
Turkey,Sorghum,2012,"76,000",593,"42,611",19.92
Turkey,Sorghum,2012,"76,000",593,"42,611",11.45
Turkey,Sorghum,2012,"76,000",593,"42,611",12.71
Turkey,Sorghum,2012,"76,000",593,"42,611",14.97
Turkey,Sorghum,2012,"76,000",593,"42,611",18.54
Turkey,Soybeans,2012,"36,394",593,"42,611",19.92
Turkey,Soybeans,2012,"36,394",593,"42,611",11.45
Turkey,Soybeans,2012,"36,394",593,"42,611",12.71
Turkey,Soybeans,2012,"36,394",593,"42,611",14.97
Turkey,Soybeans,2012,"36,394",593,"42,611",18.54
Turkey,Wheat,2012,"26,723",593,"42,611",19.92
Turkey,Wheat,2012,"26,723",593,"42,611",11.45
Turkey,Wheat,2012,"26,723",593,"42,611",12.71
Turkey,Wheat,2012,"26,723",593,"42,611",14.97
Turkey,Wheat,2012,"26,723",593,"42,611",18.54
Turkey,Maize,2013,"89,499",593,"39,440",20.22
Turkey,Maize,2013,"89,499",593,"39,440",13.27
Turkey,Maize,2013,"89,499",593,"39,440",14.07
Turkey,Maize,2013,"89,499",593,"39,440",16.02
Turkey,Maize,2013,"89,499",593,"39,440",19.21
Turkey,Potatoes,2013,"315,329",593,"39,440",20.22
Turkey,Potatoes,2013,"315,329",593,"39,440",13.27
Turkey,Potatoes,2013,"315,329",593,"39,440",14.07
Turkey,Potatoes,2013,"315,329",593,"39,440",16.02
Turkey,Potatoes,2013,"315,329",593,"39,440",19.21
Turkey,"Rice, paddy",2013,"81,380",593,"39,440",20.22
Turkey,"Rice, paddy",2013,"81,380",593,"39,440",13.27
Turkey,"Rice, paddy",2013,"81,380",593,"39,440",14.07
Turkey,"Rice, paddy",2013,"81,380",593,"39,440",16.02
Turkey,"Rice, paddy",2013,"81,380",593,"39,440",19.21
Turkey,Sorghum,2013,"26,544",593,"39,440",20.22
Turkey,Sorghum,2013,"26,544",593,"39,440",13.27
Turkey,Sorghum,2013,"26,544",593,"39,440",14.07
Turkey,Sorghum,2013,"26,544",593,"39,440",16.02
Turkey,Sorghum,2013,"26,544",593,"39,440",19.21
Turkey,Soybeans,2013,"41,609",593,"39,440",20.22
Turkey,Soybeans,2013,"41,609",593,"39,440",13.27
Turkey,Soybeans,2013,"41,609",593,"39,440",14.07
Turkey,Soybeans,2013,"41,609",593,"39,440",16.02
Turkey,Soybeans,2013,"41,609",593,"39,440",19.21
Turkey,Wheat,2013,"28,451",593,"39,440",20.22
Turkey,Wheat,2013,"28,451",593,"39,440",13.27
Turkey,Wheat,2013,"28,451",593,"39,440",14.07
Turkey,Wheat,2013,"28,451",593,"39,440",16.02
Turkey,Wheat,2013,"28,451",593,"39,440",19.21
Uganda,Cassava,1990,"83,010","1,180",72,23.36
Uganda,Maize,1990,"15,012","1,180",72,23.36
Uganda,Plantains and others,1990,"56,499","1,180",72,23.36
Uganda,Potatoes,1990,"70,000","1,180",72,23.36
Uganda,"Rice, paddy",1990,"13,846","1,180",72,23.36
Uganda,Sorghum,1990,"15,000","1,180",72,23.36
Uganda,Soybeans,1990,"9,927","1,180",72,23.36
Uganda,Sweet potatoes,1990,"41,009","1,180",72,23.36
Uganda,Wheat,1990,"20,000","1,180",72,23.36
Uganda,Cassava,1991,"83,008","1,180",72,23.3
Uganda,Maize,1991,"13,500","1,180",72,23.3
Uganda,Plantains and others,1991,"56,503","1,180",72,23.3
Uganda,Potatoes,1991,"71,885","1,180",72,23.3
Uganda,"Rice, paddy",1991,"13,556","1,180",72,23.3
Uganda,Sorghum,1991,"14,819","1,180",72,23.3
Uganda,Soybeans,1991,"10,926","1,180",72,23.3
Uganda,Sweet potatoes,1991,"41,978","1,180",72,23.3
Uganda,Wheat,1991,"18,000","1,180",72,23.3
Uganda,Cassava,1992,"80,000","1,180",72,23.46
Uganda,Maize,1992,"15,000","1,180",72,23.46
Uganda,Plantains and others,1992,"53,502","1,180",72,23.46
Uganda,Potatoes,1992,"72,432","1,180",72,23.46
Uganda,"Rice, paddy",1992,"13,600","1,180",72,23.46
Uganda,Sorghum,1992,"15,000","1,180",72,23.46
Uganda,Soybeans,1992,"10,000","1,180",72,23.46
Uganda,Sweet potatoes,1992,"43,100","1,180",72,23.46
Uganda,Wheat,1992,"17,600","1,180",72,23.46
Uganda,Cassava,1993,"85,068","1,180",71,23.62
Uganda,Maize,1993,"15,984","1,180",71,23.62
Uganda,Plantains and others,1993,"55,255","1,180",71,23.62
Uganda,Potatoes,1993,"80,000","1,180",71,23.62
Uganda,"Rice, paddy",1993,"13,962","1,180",71,23.62
Uganda,Sorghum,1993,"15,020","1,180",71,23.62
Uganda,Soybeans,1993,"10,308","1,180",71,23.62
Uganda,Sweet potatoes,1993,"42,565","1,180",71,23.62
Uganda,Wheat,1993,"18,000","1,180",71,23.62
Uganda,Cassava,1994,"65,000","1,180",59,23.6
Uganda,Maize,1994,"15,098","1,180",59,23.6
Uganda,Plantains and others,1994,"56,667","1,180",59,23.6
Uganda,Potatoes,1994,"83,636","1,180",59,23.6
Uganda,"Rice, paddy",1994,"14,000","1,180",59,23.6
Uganda,Sorghum,1994,"15,000","1,180",59,23.6
Uganda,Soybeans,1994,"11,029","1,180",59,23.6
Uganda,Sweet potatoes,1994,"45,011","1,180",59,23.6
Uganda,Wheat,1994,"18,000","1,180",59,23.6
Uganda,Cassava,1995,"66,988","1,180",88,23.72
Uganda,Maize,1995,"15,989","1,180",88,23.72
Uganda,Plantains and others,1995,"59,603","1,180",88,23.72
Uganda,Potatoes,1995,"80,400","1,180",88,23.72
Uganda,"Rice, paddy",1995,"14,000","1,180",88,23.72
Uganda,Sorghum,1995,"15,000","1,180",88,23.72
Uganda,Soybeans,1995,"10,972","1,180",88,23.72
Uganda,Sweet potatoes,1995,"45,000","1,180",88,23.72
Uganda,Wheat,1995,"18,000","1,180",88,23.72
Uganda,Cassava,1996,"67,015","1,180",88,23.49
Uganda,Maize,1996,"12,997","1,180",88,23.49
Uganda,Plantains and others,1996,"60,000","1,180",88,23.49
Uganda,Potatoes,1996,"60,000","1,180",88,23.49
Uganda,"Rice, paddy",1996,"14,138","1,180",88,23.49
Uganda,Sorghum,1996,"10,996","1,180",88,23.49
Uganda,Soybeans,1996,"11,447","1,180",88,23.49
Uganda,Sweet potatoes,1996,"30,000","1,180",88,23.49
Uganda,Wheat,1996,"18,000","1,180",88,23.49
Uganda,Cassava,1997,"66,988","1,180",88,24.04
Uganda,Maize,1997,"12,375","1,180",88,24.04
Uganda,Plantains and others,1997,"60,488","1,180",88,24.04
Uganda,Potatoes,1997,"64,286","1,180",88,24.04
Uganda,"Rice, paddy",1997,"13,333","1,180",88,24.04
Uganda,Sorghum,1997,"10,652","1,180",88,24.04
Uganda,Soybeans,1997,"11,053","1,180",88,24.04
Uganda,Sweet potatoes,1997,"35,803","1,180",88,24.04
Uganda,Wheat,1997,"18,000","1,180",88,24.04
Uganda,Cassava,1998,"90,000","1,180",88,23.97
Uganda,Maize,1998,"15,000","1,180",88,23.97
Uganda,Plantains and others,1998,"60,000","1,180",88,23.97
Uganda,Potatoes,1998,"64,000","1,180",88,23.97
Uganda,"Rice, paddy",1998,"14,063","1,180",88,23.97
Uganda,Sorghum,1998,"15,000","1,180",88,23.97
Uganda,Soybeans,1998,"11,500","1,180",88,23.97
Uganda,Sweet potatoes,1998,"40,000","1,180",88,23.97
Uganda,Wheat,1998,"18,000","1,180",88,23.97
Uganda,Cassava,1999,"130,000","1,180",88,23.52
Uganda,Maize,1999,"17,319","1,180",88,23.52
Uganda,Plantains and others,1999,"57,000","1,180",88,23.52
Uganda,Potatoes,1999,"70,156","1,180",88,23.52
Uganda,"Rice, paddy",1999,"13,971","1,180",88,23.52
Uganda,Sorghum,1999,"15,018","1,180",88,23.52
Uganda,Soybeans,1999,"12,024","1,180",88,23.52
Uganda,Sweet potatoes,1999,"43,673","1,180",88,23.52
Uganda,Wheat,1999,"18,333","1,180",88,23.52
Uganda,Cassava,2000,"123,840","1,180",88,23.75
Uganda,Maize,2000,"17,424","1,180",88,23.75
Uganda,Plantains and others,2000,"58,999","1,180",88,23.75
Uganda,Potatoes,2000,"70,294","1,180",88,23.75
Uganda,"Rice, paddy",2000,"15,139","1,180",88,23.75
Uganda,Sorghum,2000,"12,893","1,180",88,23.75
Uganda,Soybeans,2000,"12,075","1,180",88,23.75
Uganda,Sweet potatoes,2000,"43,207","1,180",88,23.75
Uganda,Wheat,2000,"17,143","1,180",88,23.75
Uganda,Cassava,2001,"135,000","1,180",88,23.47
Uganda,Maize,2001,"18,006","1,180",88,23.47
Uganda,Plantains and others,2001,"60,000","1,180",88,23.47
Uganda,Potatoes,2001,"69,589","1,180",88,23.47
Uganda,"Rice, paddy",2001,"15,000","1,180",88,23.47
Uganda,Sorghum,2001,"15,000","1,180",88,23.47
Uganda,Soybeans,2001,"11,339","1,180",88,23.47
Uganda,Sweet potatoes,2001,"43,969","1,180",88,23.47
Uganda,Wheat,2001,"17,500","1,180",88,23.47
Uganda,Cassava,2002,"135,000","1,180",88,23.99
Uganda,Maize,2002,"18,003","1,180",88,23.99
Uganda,Plantains and others,2002,"60,000","1,180",88,23.99
Uganda,Potatoes,2002,"70,000","1,180",88,23.99
Uganda,"Rice, paddy",2002,"15,000","1,180",88,23.99
Uganda,Sorghum,2002,"14,982","1,180",88,23.99
Uganda,Soybeans,2002,"10,993","1,180",88,23.99
Uganda,Sweet potatoes,2002,"44,007","1,180",88,23.99
Uganda,Wheat,2002,"17,500","1,180",88,23.99
Uganda,Cassava,2004,"135,135","1,180",88,24.02
Uganda,Maize,2004,"14,400","1,180",88,24.02
Uganda,Plantains and others,2004,"58,000","1,180",88,24.02
Uganda,Potatoes,2004,"69,036","1,180",88,24.02
Uganda,"Rice, paddy",2004,"13,011","1,180",88,24.02
Uganda,Sorghum,2004,"14,000","1,180",88,24.02
Uganda,Soybeans,2004,"10,972","1,180",88,24.02
Uganda,Sweet potatoes,2004,"44,020","1,180",88,24.02
Uganda,Wheat,2004,"16,667","1,180",88,24.02
Uganda,Cassava,2005,"144,083","1,180",88,24.29
Uganda,Maize,2005,"15,859","1,180",88,24.29
Uganda,Plantains and others,2005,"54,000","1,180",88,24.29
Uganda,Potatoes,2005,"68,023","1,180",88,24.29
Uganda,"Rice, paddy",2005,"15,000","1,180",88,24.29
Uganda,Sorghum,2005,"15,272","1,180",88,24.29
Uganda,Soybeans,2005,"10,972","1,180",88,24.29
Uganda,Sweet potatoes,2005,"44,136","1,180",88,24.29
Uganda,Wheat,2005,"16,667","1,180",88,24.29
Uganda,Cassava,2006,"129,974","1,180",88,23.95
Uganda,Maize,2006,"15,361","1,180",88,23.95
Uganda,Plantains and others,2006,"53,989","1,180",88,23.95
Uganda,Potatoes,2006,"69,778","1,180",88,23.95
Uganda,"Rice, paddy",2006,"13,628","1,180",88,23.95
Uganda,Sorghum,2006,"14,286","1,180",88,23.95
Uganda,Soybeans,2006,"12,069","1,180",88,23.95
Uganda,Sweet potatoes,2006,"45,000","1,180",88,23.95
Uganda,Wheat,2006,"18,000","1,180",88,23.95
Uganda,Cassava,2007,"128,834","1,180",88,23.68
Uganda,Maize,2007,"14,950","1,180",88,23.68
Uganda,Plantains and others,2007,"55,012","1,180",88,23.68
Uganda,Potatoes,2007,"69,892","1,180",88,23.68
Uganda,"Rice, paddy",2007,"13,613","1,180",88,23.68
Uganda,Sorghum,2007,"14,573","1,180",88,23.68
Uganda,Soybeans,2007,"11,973","1,180",88,23.68
Uganda,Sweet potatoes,2007,"45,912","1,180",88,23.68
Uganda,Wheat,2007,"17,273","1,180",88,23.68
Uganda,Cassava,2008,"72,252","1,180",88,23.68
Uganda,Maize,2008,"22,005","1,180",88,23.68
Uganda,Plantains and others,2008,"46,017","1,180",88,23.68
Uganda,Potatoes,2008,"47,419","1,180",88,23.68
Uganda,"Rice, paddy",2008,"13,895","1,180",88,23.68
Uganda,Sorghum,2008,"10,663","1,180",88,23.68
Uganda,Soybeans,2008,"7,097","1,180",88,23.68
Uganda,Sweet potatoes,2008,"42,014","1,180",88,23.68
Uganda,Wheat,2008,"17,273","1,180",88,23.68
Uganda,Cassava,2009,"71,829","1,180",88,24.18
Uganda,Maize,2009,"24,996","1,180",88,24.18
Uganda,Plantains and others,2009,"48,004","1,180",88,24.18
Uganda,Potatoes,2009,"46,286","1,180",88,24.18
Uganda,"Rice, paddy",2009,"23,926","1,180",88,24.18
Uganda,Sorghum,2009,"11,009","1,180",88,24.18
Uganda,Soybeans,2009,"6,000","1,180",88,24.18
Uganda,Sweet potatoes,2009,"41,965","1,180",88,24.18
Uganda,Wheat,2009,"16,667","1,180",88,24.18
Uganda,Cassava,2010,"61,120","1,180",88,24.14
Uganda,Maize,2010,"22,999","1,180",88,24.14
Uganda,Plantains and others,2010,"48,000","1,180",88,24.14
Uganda,Potatoes,2010,"47,714","1,180",88,24.14
Uganda,"Rice, paddy",2010,"25,070","1,180",88,24.14
Uganda,Sorghum,2010,"11,008","1,180",88,24.14
Uganda,Soybeans,2010,"6,000","1,180",88,24.14
Uganda,Sweet potatoes,2010,"44,955","1,180",88,24.14
Uganda,Wheat,2010,"16,667","1,180",88,24.14
Uganda,Cassava,2011,"48,728","1,180",88,23.89
Uganda,Maize,2011,"23,999","1,180",88,23.89
Uganda,Plantains and others,2011,"48,000","1,180",88,23.89
Uganda,Potatoes,2011,"49,920","1,180",88,23.89
Uganda,"Rice, paddy",2011,"25,889","1,180",88,23.89
Uganda,Sorghum,2011,"12,005","1,180",88,23.89
Uganda,Soybeans,2011,"7,000","1,180",88,23.89
Uganda,Sweet potatoes,2011,"40,000","1,180",88,23.89
Uganda,Wheat,2011,"17,692","1,180",88,23.89
Uganda,Cassava,2012,"32,973","1,180",88,24.03
Uganda,Maize,2012,"24,996","1,180",88,24.03
Uganda,Plantains and others,2012,"45,999","1,180",88,24.03
Uganda,Potatoes,2012,"49,440","1,180",88,24.03
Uganda,"Rice, paddy",2012,"23,043","1,180",88,24.03
Uganda,Sorghum,2012,"9,008","1,180",88,24.03
Uganda,Soybeans,2012,"5,001","1,180",88,24.03
Uganda,Sweet potatoes,2012,"40,978","1,180",88,24.03
Uganda,Wheat,2012,"14,286","1,180",88,24.03
Uganda,Cassava,2013,"35,006","1,180",88,24.13
Uganda,Maize,2013,"24,949","1,180",88,24.13
Uganda,Plantains and others,2013,"45,000","1,180",88,24.13
Uganda,Potatoes,2013,"45,013","1,180",88,24.13
Uganda,"Rice, paddy",2013,"23,011","1,180",88,24.13
Uganda,Sorghum,2013,"8,016","1,180",88,24.13
Uganda,Soybeans,2013,"5,000","1,180",88,24.13
Uganda,Sweet potatoes,2013,"40,059","1,180",88,24.13
Uganda,Wheat,2013,"14,286","1,180",88,24.13
Ukraine,Maize,1992,"25,072",565,"66,772",8.07
Ukraine,Potatoes,1992,"118,906",565,"66,772",8.07
Ukraine,"Rice, paddy",1992,"37,722",565,"66,772",8.07
Ukraine,Sorghum,1992,"8,571",565,"66,772",8.07
Ukraine,Soybeans,1992,"7,836",565,"66,772",8.07
Ukraine,Wheat,1992,"30,926",565,"66,772",8.07
Ukraine,Maize,1993,"28,445",565,"61,843",6.89
Ukraine,Potatoes,1993,"136,956",565,"61,843",6.89
Ukraine,"Rice, paddy",1993,"29,565",565,"61,843",6.89
Ukraine,Sorghum,1993,"7,143",565,"61,843",6.89
Ukraine,Soybeans,1993,"8,714",565,"61,843",6.89
Ukraine,Wheat,1993,"37,980",565,"61,843",6.89
Ukraine,Maize,1994,"23,614",565,"56,915",7.98
Ukraine,Potatoes,1994,"105,449",565,"56,915",7.98
Ukraine,"Rice, paddy",1994,"35,909",565,"56,915",7.98
Ukraine,Sorghum,1994,"6,000",565,"56,915",7.98
Ukraine,Soybeans,1994,"7,203",565,"56,915",7.98
Ukraine,Wheat,1994,"30,745",565,"56,915",7.98
Ukraine,Maize,1995,"29,207",565,"51,986",8.26
Ukraine,Potatoes,1995,"96,233",565,"51,986",8.26
Ukraine,"Rice, paddy",1995,"36,409",565,"51,986",8.26
Ukraine,Sorghum,1995,"8,942",565,"51,986",8.26
Ukraine,Soybeans,1995,"9,679",565,"51,986",8.26
Ukraine,Wheat,1995,"29,699",565,"51,986",8.26
Ukraine,Maize,1996,"27,365",565,"47,058",7
Ukraine,Potatoes,1996,"118,859",565,"47,058",7
Ukraine,"Rice, paddy",1996,"35,518",565,"47,058",7
Ukraine,Sorghum,1996,"7,143",565,"47,058",7
Ukraine,Soybeans,1996,"9,375",565,"47,058",7
Ukraine,Wheat,1996,"22,993",565,"47,058",7
Ukraine,Maize,1997,"32,628",565,"42,129",7.21
Ukraine,Potatoes,1997,"105,875",565,"42,129",7.21
Ukraine,"Rice, paddy",1997,"28,889",565,"42,129",7.21
Ukraine,Sorghum,1997,"8,675",565,"42,129",7.21
Ukraine,Soybeans,1997,"13,565",565,"42,129",7.21
Ukraine,Wheat,1997,"28,277",565,"42,129",7.21
Ukraine,Maize,1998,"25,342",565,"37,201",7.74
Ukraine,Potatoes,1998,"101,804",565,"37,201",7.74
Ukraine,"Rice, paddy",1998,"30,286",565,"37,201",7.74
Ukraine,Sorghum,1998,"6,087",565,"37,201",7.74
Ukraine,Soybeans,1998,"11,412",565,"37,201",7.74
Ukraine,Wheat,1998,"26,479",565,"37,201",7.74
Ukraine,Maize,1999,"25,220",565,"32,272",8.97
Ukraine,Potatoes,1999,"82,026",565,"32,272",8.97
Ukraine,"Rice, paddy",1999,"29,041",565,"32,272",8.97
Ukraine,Sorghum,1999,"6,964",565,"32,272",8.97
Ukraine,Soybeans,1999,"10,733",565,"32,272",8.97
Ukraine,Wheat,1999,"22,903",565,"32,272",8.97
Ukraine,Maize,2000,"30,091",565,"27,344",8.82
Ukraine,Potatoes,2000,"121,632",565,"27,344",8.82
Ukraine,"Rice, paddy",2000,"35,595",565,"27,344",8.82
Ukraine,Sorghum,2000,"11,458",565,"27,344",8.82
Ukraine,Soybeans,2000,"10,627",565,"27,344",8.82
Ukraine,Wheat,2000,"19,756",565,"27,344",8.82
Ukraine,Maize,2001,"32,425",565,"22,415",8.42
Ukraine,Potatoes,2001,"108,079",565,"22,415",8.42
Ukraine,"Rice, paddy",2001,"36,548",565,"22,415",8.42
Ukraine,Sorghum,2001,"9,952",565,"22,415",8.42
Ukraine,Soybeans,2001,"10,123",565,"22,415",8.42
Ukraine,Wheat,2001,"31,020",565,"22,415",8.42
Ukraine,Maize,2002,"35,167",565,"17,487",8.87
Ukraine,Potatoes,2002,"104,374",565,"17,487",8.87
Ukraine,"Rice, paddy",2002,"39,894",565,"17,487",8.87
Ukraine,Sorghum,2002,"13,276",565,"17,487",8.87
Ukraine,Soybeans,2002,"12,699",565,"17,487",8.87
Ukraine,Wheat,2002,"30,455",565,"17,487",8.87
Ukraine,Maize,2004,"38,558",565,"15,344",8.32
Ukraine,Potatoes,2004,"133,386",565,"15,344",8.32
Ukraine,"Rice, paddy",2004,"37,746",565,"15,344",8.32
Ukraine,Sorghum,2004,"18,258",565,"15,344",8.32
Ukraine,Soybeans,2004,"14,175",565,"15,344",8.32
Ukraine,Wheat,2004,"31,661",565,"15,344",8.32
Ukraine,Maize,2005,"43,185",565,"23,022",8.39
Ukraine,Potatoes,2005,"128,388",565,"23,022",8.39
Ukraine,"Rice, paddy",2005,"43,458",565,"23,022",8.39
Ukraine,Sorghum,2005,"26,816",565,"23,022",8.39
Ukraine,Soybeans,2005,"14,527",565,"23,022",8.39
Ukraine,Wheat,2005,"28,457",565,"23,022",8.39
Ukraine,Maize,2006,"37,352",565,"28,833",7.88
Ukraine,Potatoes,2006,"133,199",565,"28,833",7.88
Ukraine,"Rice, paddy",2006,"46,065",565,"28,833",7.88
Ukraine,Sorghum,2006,"18,587",565,"28,833",7.88
Ukraine,Soybeans,2006,"12,445",565,"28,833",7.88
Ukraine,Wheat,2006,"25,308",565,"28,833",7.88
Ukraine,Maize,2007,"39,001",565,"36,476",9.46
Ukraine,Potatoes,2007,"131,439",565,"36,476",9.46
